cod_distrito,distrito,cod_barrio,barrio,año,unidad_indicador,indicador_completo,valor_indicador
17.0, Villaverde,175.0,Ángeles,2020,Renta,Renta disponible media por persona,11982
17.0, Villaverde,175.0,Ángeles,2023,Tasa,Tasa absoluta de paro registrado Hombres,"7,26"
17.0, Villaverde,175.0,Ángeles,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"8,89"
17.0, Villaverde,175.0,Ángeles,2022,Equipamientos,Centros Municipales de Mayores,2
17.0, Villaverde,175.0,Ángeles,2022,Equipamientos,Centros de Día de Alzheimer y Físicos,1
17.0, Villaverde,175.0,Ángeles,2022,Equipamientos,Instalaciones deportivas básicas,5
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1205"
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),543
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",1283
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),27339
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2020,Renta,Renta disponible media por persona,10236
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"9,18"
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"12,45"
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2022,Equipamientos,Centros de Atención a la Infancia (CAI),1
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2022,Equipamientos,Bibliotecas públicas Municipales,1
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2022,Equipamientos,Instalaciones deportivas básicas,7
18.0, Villa de Vallecas,181.0, Casco Histórico de Vallecas,2022,Equipamientos,Centros deportivos Municipales,1
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0411"
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),222
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",1198
18.0, Villa de Vallecas,182.0, Santa Eugenia,2020,Renta,Renta neta media anual de los hogares (Urban Audit),39914
18.0, Villa de Vallecas,182.0, Santa Eugenia,2020,Renta,Renta disponible media por persona,14894
18.0, Villa de Vallecas,182.0, Santa Eugenia,2023,Tasa,Tasa absoluta de paro registrado Hombres,"6,56"
18.0, Villa de Vallecas,182.0, Santa Eugenia,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"8,71"
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Equipamientos,Centros de Día de Alzheimer y Físicos,1
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Equipamientos,Centro de Día de Atención a Niños y Niñas (de 3 a 12 años),1
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Equipamientos,Bibliotecas públicas Comunidad Madrid,1
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Equipamientos,Instalaciones deportivas básicas,16
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Equipamientos,Centros deportivos Municipales,1
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Equipamientos,Piscinas cubiertas,1
18.0, Villa de Vallecas,182.0, Santa Eugenia,2022,Equipamientos,Piscinas de verano,1
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0763"
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),1634
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",566
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),36616
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2020,Renta,Renta disponible media por persona,14540
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"4,58"
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"8,01"
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2022,Equipamientos,Instalaciones deportivas básicas,10
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2022,Equipamientos,Centros deportivos Municipales,1
18.0, Villa de Vallecas,183.0, Ensanche de Vallecas,2022,Equipamientos,Piscinas cubiertas,1
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1162"
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),520
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",2055
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2020,Renta,Renta neta media anual de los hogares (Urban Audit),27740
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2020,Renta,Renta disponible media por persona,10586
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2023,Tasa,Tasa absoluta de paro registrado Hombres,"9,12"
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"10,44"
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Equipamientos,Bibliotecas públicas Municipales,1
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Equipamientos,Instalaciones deportivas básicas,7
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Equipamientos,Centros deportivos Municipales,3
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Equipamientos,Campos de fútbol 11,1
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Equipamientos,Pista de atletismo,1
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Equipamientos,Piscinas cubiertas,1
19.0, Vicálvaro,191.0, Casco Histórico de Vicálvaro,2022,Equipamientos,Piscinas de verano,1
19.0, Vicálvaro,192.0, Valdebernardo,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0529"
19.0, Vicálvaro,192.0, Valdebernardo,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),265
19.0, Vicálvaro,192.0, Valdebernardo,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",145
19.0, Vicálvaro,192.0, Valdebernardo,2020,Renta,Renta neta media anual de los hogares (Urban Audit),42891
19.0, Vicálvaro,192.0, Valdebernardo,2020,Renta,Renta disponible media por persona,15055
19.0, Vicálvaro,192.0, Valdebernardo,2023,Tasa,Tasa absoluta de paro registrado Hombres,"6,82"
19.0, Vicálvaro,192.0, Valdebernardo,2023,Tasa,Tasa absoluta de paro registrado Mujeres,10
19.0, Vicálvaro,192.0, Valdebernardo,2022,Equipamientos,Centros Municipales de Salud Comunitaria (CMSC),1
19.0, Vicálvaro,192.0, Valdebernardo,2022,Equipamientos,Bibliotecas públicas Municipales,1
19.0, Vicálvaro,192.0, Valdebernardo,2022,Equipamientos,Campos de fútbol 11,1
19.0, Vicálvaro,192.0, Valdebernardo,2022,Equipamientos,Piscinas cubiertas,1
19.0, Vicálvaro,192.0, Valdebernardo,2022,Equipamientos,Piscinas de verano,1
19.0, Vicálvaro,192.0, Valdebernardo,2023,Entidades,Fundaciones (Sección 2ª),1
19.0, Vicálvaro,193.0, Valderrivas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0176"
19.0, Vicálvaro,193.0, Valderrivas,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),92
19.0, Vicálvaro,193.0, Valderrivas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",108
19.0, Vicálvaro,193.0, Valderrivas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),44111
19.0, Vicálvaro,193.0, Valderrivas,2020,Renta,Renta disponible media por persona,15515
19.0, Vicálvaro,193.0, Valderrivas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"3,29"
19.0, Vicálvaro,193.0, Valderrivas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"6,21"
19.0, Vicálvaro,193.0, Valderrivas,2023,Entidades,Fundaciones (Sección 2ª),1
19.0, Vicálvaro,194.0, El Cañaveral,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0533"
19.0, Vicálvaro,194.0, El Cañaveral,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),274
19.0, Vicálvaro,194.0, El Cañaveral,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",171
19.0, Vicálvaro,194.0, El Cañaveral,2020,Renta,Renta neta media anual de los hogares (Urban Audit),38310
19.0, Vicálvaro,194.0, El Cañaveral,2020,Renta,Renta disponible media por persona,15673
19.0, Vicálvaro,194.0, El Cañaveral,2023,Tasa,Tasa absoluta de paro registrado Hombres,"2,65"
19.0, Vicálvaro,194.0, El Cañaveral,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"6,01"
20.0,San Blas-Canillejas,201.0, Simancas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1243"
20.0,San Blas-Canillejas,201.0, Simancas,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),526
20.0,San Blas-Canillejas,201.0, Simancas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",485
20.0,San Blas-Canillejas,201.0, Simancas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),34579
20.0,San Blas-Canillejas,201.0, Simancas,2020,Renta,Renta disponible media por persona,13780
20.0,San Blas-Canillejas,201.0, Simancas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"7,02"
20.0,San Blas-Canillejas,201.0, Simancas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"7,86"
20.0,San Blas-Canillejas,201.0, Simancas,2022,Equipamientos,Instalaciones deportivas básicas,2
20.0,San Blas-Canillejas,202.0, Hellín,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1161"
20.0,San Blas-Canillejas,202.0, Hellín,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),200
20.0,San Blas-Canillejas,202.0, Hellín,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",139
20.0,San Blas-Canillejas,202.0, Hellín,2020,Renta,Renta neta media anual de los hogares (Urban Audit),26712
20.0,San Blas-Canillejas,202.0, Hellín,2020,Renta,Renta disponible media por persona,10622
20.0,San Blas-Canillejas,202.0, Hellín,2023,Tasa,Tasa absoluta de paro registrado Hombres,"8,11"
20.0,San Blas-Canillejas,202.0, Hellín,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"10,79"
20.0,San Blas-Canillejas,202.0, Hellín,2022,Equipamientos,Instalaciones deportivas básicas,2
20.0,San Blas-Canillejas,202.0, Hellín,2022,Equipamientos,Centros deportivos Municipales,1
20.0,San Blas-Canillejas,202.0, Hellín,2022,Equipamientos,Piscinas cubiertas,1
20.0,San Blas-Canillejas,202.0, Hellín,2022,Equipamientos,Piscinas de verano,1
20.0,San Blas-Canillejas,203.0, Amposta,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1494"
20.0,San Blas-Canillejas,203.0, Amposta,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),208
20.0,San Blas-Canillejas,203.0, Amposta,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",156
20.0,San Blas-Canillejas,203.0, Amposta,2020,Renta,Renta neta media anual de los hogares (Urban Audit),24314
20.0,San Blas-Canillejas,203.0, Amposta,2020,Renta,Renta disponible media por persona,9354
20.0,San Blas-Canillejas,203.0, Amposta,2023,Tasa,Tasa absoluta de paro registrado Hombres,"10,45"
20.0,San Blas-Canillejas,203.0, Amposta,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"12,04"
20.0,San Blas-Canillejas,203.0, Amposta,2022,Equipamientos,Instalaciones deportivas básicas,2
20.0,San Blas-Canillejas,203.0, Amposta,2023,Entidades,Asociaciones vecinales,1
20.0,San Blas-Canillejas,204.0, Arcos,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0791"
20.0,San Blas-Canillejas,204.0, Arcos,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),329
20.0,San Blas-Canillejas,204.0, Arcos,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",336
20.0,San Blas-Canillejas,204.0, Arcos,2020,Renta,Renta neta media anual de los hogares (Urban Audit),32835
20.0,San Blas-Canillejas,204.0, Arcos,2020,Renta,Renta disponible media por persona,12206
20.0,San Blas-Canillejas,204.0, Arcos,2023,Tasa,Tasa absoluta de paro registrado Hombres,"7,27"
20.0,San Blas-Canillejas,204.0, Arcos,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"8,75"
20.0,San Blas-Canillejas,204.0, Arcos,2022,Equipamientos,Bibliotecas públicas Municipales,1
20.0,San Blas-Canillejas,204.0, Arcos,2022,Equipamientos,Instalaciones deportivas básicas,3
20.0,San Blas-Canillejas,205.0, Rosas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0282"
20.0,San Blas-Canillejas,205.0, Rosas,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),204
20.0,San Blas-Canillejas,205.0, Rosas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",305
20.0,San Blas-Canillejas,205.0, Rosas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),48314
20.0,San Blas-Canillejas,205.0, Rosas,2020,Renta,Renta disponible media por persona,17154
20.0,San Blas-Canillejas,205.0, Rosas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"4,27"
20.0,San Blas-Canillejas,205.0, Rosas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"6,43"
20.0,San Blas-Canillejas,205.0, Rosas,2022,Equipamientos,Bibliotecas públicas Municipales,1
20.0,San Blas-Canillejas,205.0, Rosas,2022,Equipamientos,Instalaciones deportivas básicas,4
20.0,San Blas-Canillejas,205.0, Rosas,2022,Equipamientos,Centros deportivos Municipales,1
20.0,San Blas-Canillejas,205.0, Rosas,2022,Equipamientos,Campos de fútbol 11,1
20.0,San Blas-Canillejas,206.0, Rejas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0986"
20.0,San Blas-Canillejas,206.0, Rejas,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),626
20.0,San Blas-Canillejas,206.0, Rejas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",284
20.0,San Blas-Canillejas,206.0, Rejas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),41606
20.0,San Blas-Canillejas,206.0, Rejas,2020,Renta,Renta disponible media por persona,16454
20.0,San Blas-Canillejas,206.0, Rejas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"3,77"
20.0,San Blas-Canillejas,206.0, Rejas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"6,02"
20.0,San Blas-Canillejas,206.0, Rejas,2022,Equipamientos,Instalaciones deportivas básicas,5
20.0,San Blas-Canillejas,206.0, Rejas,2022,Equipamientos,Centros deportivos Municipales,1
20.0,San Blas-Canillejas,206.0, Rejas,2022,Equipamientos,Piscinas cubiertas,1
20.0,San Blas-Canillejas,207.0, Canillejas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1035"
20.0,San Blas-Canillejas,207.0, Canillejas,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),577
20.0,San Blas-Canillejas,207.0, Canillejas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",822
20.0,San Blas-Canillejas,207.0, Canillejas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),34162
20.0,San Blas-Canillejas,207.0, Canillejas,2020,Renta,Renta disponible media por persona,13124
20.0,San Blas-Canillejas,207.0, Canillejas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"6,26"
20.0,San Blas-Canillejas,207.0, Canillejas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"8,83"
20.0,San Blas-Canillejas,207.0, Canillejas,2022,Equipamientos,Bibliotecas públicas Municipales,1
20.0,San Blas-Canillejas,207.0, Canillejas,2022,Equipamientos,Instalaciones deportivas básicas,3
20.0,San Blas-Canillejas,208.0, El Salvador,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0436"
20.0,San Blas-Canillejas,208.0, El Salvador,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),78
20.0,San Blas-Canillejas,208.0, El Salvador,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",65
20.0,San Blas-Canillejas,208.0, El Salvador,2020,Renta,Renta neta media anual de los hogares (Urban Audit),57409
20.0,San Blas-Canillejas,208.0, El Salvador,2020,Renta,Renta disponible media por persona,22115
20.0,San Blas-Canillejas,208.0, El Salvador,2023,Tasa,Tasa absoluta de paro registrado Hombres,"4,44"
20.0,San Blas-Canillejas,208.0, El Salvador,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"6,75"
20.0,San Blas-Canillejas,208.0, El Salvador,2022,Equipamientos,Instalaciones deportivas básicas,3
21.0, Barajas,211.0, Alameda de Osuna,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,029"
21.0, Barajas,211.0, Alameda de Osuna,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),149
21.0, Barajas,211.0, Alameda de Osuna,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",100
21.0, Barajas,211.0, Alameda de Osuna,2020,Renta,Renta neta media anual de los hogares (Urban Audit),56971
21.0, Barajas,211.0, Alameda de Osuna,2020,Renta,Renta disponible media por persona,21309
21.0, Barajas,211.0, Alameda de Osuna,2023,Tasa,Tasa absoluta de paro registrado Hombres,"3,39"
21.0, Barajas,211.0, Alameda de Osuna,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"5,19"
21.0, Barajas,211.0, Alameda de Osuna,2022,Equipamientos,Instalaciones deportivas básicas,9
21.0, Barajas,211.0, Alameda de Osuna,2022,Equipamientos,Centros deportivos Municipales,2
21.0, Barajas,211.0, Alameda de Osuna,2022,Equipamientos,Piscinas cubiertas,1
21.0, Barajas,212.0, Aeropuerto,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1541"
21.0, Barajas,212.0, Aeropuerto,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),62
21.0, Barajas,212.0, Aeropuerto,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",61
21.0, Barajas,212.0, Aeropuerto,2020,Renta,Renta neta media anual de los hogares (Urban Audit),28191
21.0, Barajas,212.0, Aeropuerto,2020,Renta,Renta disponible media por persona,10556
21.0, Barajas,212.0, Aeropuerto,2023,Tasa,Tasa absoluta de paro registrado Hombres,"4,58"
21.0, Barajas,212.0, Aeropuerto,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"8,89"
21.0, Barajas,212.0, Aeropuerto,2022,Equipamientos,Instalaciones deportivas básicas,1
21.0, Barajas,213.0, Casco Histórico de Barajas,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,1034"
21.0, Barajas,213.0, Casco Histórico de Barajas,2021,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),149
21.0, Barajas,213.0, Casco Histórico de Barajas,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",224
21.0, Barajas,213.0, Casco Histórico de Barajas,2020,Renta,Renta neta media anual de los hogares (Urban Audit),31566
21.0, Barajas,213.0, Casco Histórico de Barajas,2020,Renta,Renta disponible media por persona,13245
21.0, Barajas,213.0, Casco Histórico de Barajas,2023,Tasa,Tasa absoluta de paro registrado Hombres,"5,74"
21.0, Barajas,213.0, Casco Histórico de Barajas,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"7,1"
21.0, Barajas,213.0, Casco Histórico de Barajas,2022,Equipamientos,Instalaciones deportivas básicas,1
21.0, Barajas,214.0, Timón,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,053"
21.0, Barajas,214.0, Timón,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),170
21.0, Barajas,214.0, Timón,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",151
21.0, Barajas,214.0, Timón,2020,Renta,Renta neta media anual de los hogares (Urban Audit),45064
21.0, Barajas,214.0, Timón,2020,Renta,Renta disponible media por persona,16789
21.0, Barajas,214.0, Timón,2023,Tasa,Tasa absoluta de paro registrado Hombres,"4,3"
21.0, Barajas,214.0, Timón,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"5,95"
21.0, Barajas,214.0, Timón,2022,Equipamientos,Instalaciones deportivas básicas,5
21.0, Barajas,215.0, Corralejos,2022,Proporción,Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total),"0,0217"
21.0, Barajas,215.0, Corralejos,2022,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA (Población total Distrito),37
21.0, Barajas,215.0, Corralejos,2022,Personas,"Primera y segunda nacionalidad extranjera en el Distrito: 
RUMANÍA (Población total Distrito)",21
21.0, Barajas,215.0, Corralejos,2020,Renta,Renta neta media anual de los hogares (Urban Audit),72657
21.0, Barajas,215.0, Corralejos,2020,Renta,Renta disponible media por persona,25412
21.0, Barajas,215.0, Corralejos,2023,Tasa,Tasa absoluta de paro registrado Hombres,"3,34"
21.0, Barajas,215.0, Corralejos,2023,Tasa,Tasa absoluta de paro registrado Mujeres,"4,24"
21.0, Barajas,215.0, Corralejos,2022,Equipamientos,Bibliotecas públicas Municipales,1
21.0, Barajas,215.0, Corralejos,2022,Equipamientos,Instalaciones deportivas básicas,2
1.0,Centro,11.0,Palacio,2023,Votos,"Elecciones municipales, abstenciones",5385
1.0,Centro,12.0,Embajadores,2023,Votos,"Elecciones municipales, abstenciones",10649
1.0,Centro,13.0,Cortes,2023,Votos,"Elecciones municipales, abstenciones",2541
1.0,Centro,14.0,Justicia,2023,Votos,"Elecciones municipales, abstenciones",4323
1.0,Centro,15.0,Universidad,2023,Votos,"Elecciones municipales, abstenciones",7736
1.0,Centro,16.0,Sol,2023,Votos,"Elecciones municipales, abstenciones",1958
2.0,Arganzuela,21.0,Imperial,2023,Votos,"Elecciones municipales, abstenciones",4237
2.0,Arganzuela,22.0,Acacias,2023,Votos,"Elecciones municipales, abstenciones",6760
2.0,Arganzuela,23.0,Chopera,2023,Votos,"Elecciones municipales, abstenciones",4416
2.0,Arganzuela,24.0,Legazpi,2023,Votos,"Elecciones municipales, abstenciones",3319
2.0,Arganzuela,25.0,Delicias,2023,Votos,"Elecciones municipales, abstenciones",5384
2.0,Arganzuela,26.0,Palos de la Frontera,2023,Votos,"Elecciones municipales, abstenciones",5514
2.0,Arganzuela,27.0,Atocha,2023,Votos,"Elecciones municipales, abstenciones",353
3.0,Retiro,31.0,Pacífico,2023,Votos,"Elecciones municipales, abstenciones",6491
3.0,Retiro,32.0,Adelfas,2023,Votos,"Elecciones municipales, abstenciones",3445
3.0,Retiro,33.0,Estrella,2023,Votos,"Elecciones municipales, abstenciones",3668
3.0,Retiro,34.0,Ibiza,2023,Votos,"Elecciones municipales, abstenciones",4232
3.0,Retiro,35.0,Los Jerónimos,2023,Votos,"Elecciones municipales, abstenciones",1426
3.0,Retiro,36.0,Niño Jesús,2023,Votos,"Elecciones municipales, abstenciones",2399
4.0,Salamanca,41.0,Recoletos,2023,Votos,"Elecciones municipales, abstenciones",2938
4.0,Salamanca,42.0,Goya,2023,Votos,"Elecciones municipales, abstenciones",5914
4.0,Salamanca,43.0,Fuente del Berro,2023,Votos,"Elecciones municipales, abstenciones",4331
4.0,Salamanca,44.0,Guindalera,2023,Votos,"Elecciones municipales, abstenciones",7812
4.0,Salamanca,45.0,Lista,2023,Votos,"Elecciones municipales, abstenciones",3948
4.0,Salamanca,46.0,Castellana,2023,Votos,"Elecciones municipales, abstenciones",2809
5.0,Chamartín,51.0,El Viso,2023,Votos,"Elecciones municipales, abstenciones",2734
5.0,Chamartín,52.0,Prosperidad,2023,Votos,"Elecciones municipales, abstenciones",6956
5.0,Chamartín,53.0,Ciudad Jardín,2023,Votos,"Elecciones municipales, abstenciones",3629
5.0,Chamartín,54.0,Hispanoamérica,2023,Votos,"Elecciones municipales, abstenciones",5481
5.0,Chamartín,55.0,Nueva España,2023,Votos,"Elecciones municipales, abstenciones",3750
5.0,Chamartín,56.0,Castilla,2023,Votos,"Elecciones municipales, abstenciones",3134
6.0,Tetuán,61.0,Bellas Vistas,2023,Votos,"Elecciones municipales, abstenciones",7205
6.0,Tetuán,62.0,Cuatro Caminos,2023,Votos,"Elecciones municipales, abstenciones",7258
6.0,Tetuán,63.0,Castillejos,2023,Votos,"Elecciones municipales, abstenciones",4244
6.0,Tetuán,64.0,Almenara,2023,Votos,"Elecciones municipales, abstenciones",6130
6.0,Tetuán,65.0,Valdeacederas,2023,Votos,"Elecciones municipales, abstenciones",6925
6.0,Tetuán,66.0,Berruguete,2023,Votos,"Elecciones municipales, abstenciones",6235
7.0,Chamberí,71.0,Gaztambide,2023,Votos,"Elecciones municipales, abstenciones",4542
7.0,Chamberí,72.0,Arapiles,2023,Votos,"Elecciones municipales, abstenciones",4989
7.0,Chamberí,73.0,Trafalgar,2023,Votos,"Elecciones municipales, abstenciones",5061
7.0,Chamberí,74.0,Almagro,2023,Votos,"Elecciones municipales, abstenciones",3547
7.0,Chamberí,75.0,Ríos Rosas,2023,Votos,"Elecciones municipales, abstenciones",5327
