place_id,rating_rev,text
ChIJd9QqvfInQg0R512bR989mu0,5,"A cozy place with excellent service, especially the appetizers, with an interior room for any event."
ChIJd9QqvfInQg0R512bR989mu0,5,The ham toasts come well loaded but for 4 euros per toast I wouldn't expect less either.
ChIJd9QqvfInQg0R512bR989mu0,5,"Neighborhood bar with good snacks, good cuisine, pleasant staff and very nice customers. I will return, because father feels at home"
ChIJd9QqvfInQg0R512bR989mu0,5,"A very typical restaurant. Good food, very good service.
Everything tasted great and the waiter was friendly and helpful and explained all the dishes to us in a calm manner.

The prices are cheap and the quality of the raw materials is appropriate.

Was fun eating there!"
ChIJ5UAkwp8nQg0RjRaWI-Di8eo,4,Cozy and funny. Recommend.
ChIJ5UAkwp8nQg0RjRaWI-Di8eo,5,"I came to this place based on a recommendation and the truth is that it was totally worth it. Despite being somewhat far from the center, it is worth the trip.
It is a beautiful Venezuelan place with TREMENDOUS food. The atmosphere is very cool, and the staff is 10. Nice, attentive, friendly...
Moving on to the burgers... I can only say that they were delicious. With its sauces, juicy, complete... highly recommended.
On top of that super cheap. Value for money of 10. The menu is also extensive and delicious, with tequeños, arepas, desserts...
To come and repeat."
ChIJ5UAkwp8nQg0RjRaWI-Di8eo,1,"To start, we ordered three cans and received two.
The squid sandwich that appears in the image of the app is normal, and they send a frozen squid sandwich, which also has 1/3 of the bread left over.
The potatoes come half frozen and in a paper bag that was damp and when I took it out, all the paper tore and they fell everywhere.
And the ""special"" burger, comes with medium-rare bacon and doesn't even have cheese.
When I finally manage to contact the bar, to explain everything, he only answers me, ""then talk to just eat, and they will return the money for the can"" all in a lazy and careless tone. And even less so, he apologized for a bad order and the bad experience, in fact, with all his face, he hung up the phone on me and left me with the word in my mouth. Obviously he didn't pick up the phone again.
Sad and shameful.
I don't put -3 stars because you can't."
ChIJ5UAkwp8nQg0RjRaWI-Di8eo,3,"They are no longer what they were, the Paraguayan empanadas were the flagship of this place and they no longer make them, instead they make some Colombian ones that have nothing to do with it.

The staff is good and there to have a drink but without the delicious empanadas they are no longer the same. 💔"
ChIJ5UAkwp8nQg0RjRaWI-Di8eo,5,"📌 Good service at the bar, very good coffee 👌🏼"
ChIJ3TW_XAAnQg0RxdmEMom79VQ,5,"Atmosphere like at home!!  and the food is very good, the truth is that everything is excellent, very attentive with their services, the truth is that..."
ChIJ3TW_XAAnQg0RxdmEMom79VQ,1,"More than an hour waiting for them to bring a Pepito that doesn't even come out hot and a cachapa that looks like it's from Costco, the cheese was what was good. And there weren't even people to let us wait that long, at least they should warn us that if it's going to take an hour to fill a loaf of bread to decide if it's worth staying"
ChIJ3TW_XAAnQg0RxdmEMom79VQ,5,"The delicious empanadas, the warm and homely atmosphere, the authentic Venezuelan flavor❤️🇻🇪"
ChIJ3TW_XAAnQg0RxdmEMom79VQ,5,Excelente servicio y la comida riquísima nos atendió una señora que nos hizo sentir como si estuviéramos en casa lo recomiendo 💯
ChIJ3TW_XAAnQg0RxdmEMom79VQ,5,"We tried the cachapas and tequeños. Everything delicious, I would repeat the cachapa a thousand times. A perfect deal, they make natural juice that is very suitable to your taste.
Great price quality, I would repeat."
ChIJ56_25TAnQg0RTJrbLHqBEis,3,"First time I go to this establishment using the To Good to Go app and, for €5.49 euros, they gave me what is shown in the photographs.
I have missed having roast chicken, chicken wings or chicken paella, which they had less than half of."
ChIJ56_25TAnQg0RTJrbLHqBEis,1,"Completely amazing food, it's true that for €4.95 you can't expect much, but if I order rice at least I ask that it's not overcooked. I don't recommend it even in a pinch, frozen pan-fried black rice is better."
ChIJ56_25TAnQg0RTJrbLHqBEis,4,"I ordered two paellas for 11 very rich people, they took them home at the agreed time, the meatballs were also very delicious, pleasant service, we will repeat, thank you"
ChIJ56_25TAnQg0RTJrbLHqBEis,5,"Today I tried the Villaroy breasts, the black rice, the tortilla, the tiger mussels and everything was delicious. Great quality. The woman who serves is very kind and friendly. We will repeat without a doubt. 100% recommended"
ChIJ56_25TAnQg0RTJrbLHqBEis,1,"3:00 p.m., a chicken roaster, without chickens, without bread, and with no intention of making more chickens. At 3:10 p.m. they can close."
ChIJRam2ZIInQg0RCPungBNtLeg,5,"I traveled to Madrid to visit the book fair and stayed in an apartment very close to this place. As soon as I went down the street I found it and decided to give it a try.
And come on, I really don't regret anything, the owner was very nice and the crumbs were good. Now, the meatballs were a spectacle, I lacked bread to continue dipping and everything, my goodness!"
ChIJRam2ZIInQg0RCPungBNtLeg,5,"This place is a danger because everything is so delicious and knowing that they do it with love. I repeat, sure, you still have to try rice."
ChIJRam2ZIInQg0RCPungBNtLeg,5,"Today I tried the chicken, rabbit with garlic, migas and empanadas. Everything was exquisite and on point. I THINK TO CONTINUE TRYING EVERYTHING. Next up, the paella that my friend who recommended this place to me says is her signature dish. What I liked most is that the food is healthy and well prepared."
ChIJRam2ZIInQg0RCPungBNtLeg,5,We went to the store to buy the chicken and we also tried the paella which was delicious!! Of course we will repeat again and again!! The customer service is unbeatable!! Congratulations to the staff!!
ChIJRam2ZIInQg0RCPungBNtLeg,5,"Super delicious food!!! Totally recommendable. The exquisite paella, the spectacular roast chicken, the meatballs in their sauce to dip bread and a long etc... Congratulations and keep up the good work!!!!!"
ChIJecUZiXQnQg0RMUQ23vEnPUE,4,"This is the brew pub of Patanel, a local craft brewery. They have five to six of their own beers on tap, plus some guest beers now and then. Among the two I've tried, the Bourbon Oak is fantastic (if you're open to unusual flavors), while the IPA is somewhere in the no man's land between hoppy and fruity. The food menu offers both comfort food (e.g. burgers, pizza) and an eclectic selection of starters. All three dishes we ordered were good, albeit not fully convincing. The cornflake-crusted cod would have been better with more teriyaki sauce. The potato casserole with cecina was a rustic pleasure, but the BBQ chicken wings somewhat lacked flavor. Our highlight was the dessert: the ""fried ice cream"", a creative interpretation of chocolate con churros, is a must."
ChIJecUZiXQnQg0RMUQ23vEnPUE,5,"Nice food and better beer. We order a pulled pork pizza and a churro desert. The pizza was really good, the churro has too much chocolate in my opinion."
ChIJecUZiXQnQg0RMUQ23vEnPUE,5,"Burgers, nachos, patatas bravas, etc — classic pub food to accompany solid, in-house craft beer. A nice range of styles on tap; when we were there, all taps were Patanel brews + 1 Belgian extra.
Service very friendly.
Nice family vibes."
ChIJecUZiXQnQg0RMUQ23vEnPUE,5,"Great real craft beers, comfy place, very nice service."
ChIJecUZiXQnQg0RMUQ23vEnPUE,5,Great local brewery. Love the concept. Friendly staff and good service. We had two pints of the craft beer which tasted great.
ChIJH56l6sMnQg0R6zBIKkVG3Q8,4,"I liked it, but my companions were a little unhappy"
ChIJH56l6sMnQg0R6zBIKkVG3Q8,5,"We were very hungry and we found this bar which is truly fantastic, we loved the variety of dishes, a very delicious appetizer, we ordered two sandwiches and the truth is that the aioli was quite abundant, spectacular and the service much better.
We will definitely return to that beautiful Bar."
ChIJH56l6sMnQg0R6zBIKkVG3Q8,5,"We were at the San Isidro funeral home, and in order not to eat there and go for a walk, we ventured out into the neighborhood to look for any place to eat something. We came across this restaurant and rubbed our eyes when we saw the sign for the menu of the day, on a Saturday and it is a holiday. €10. We think, well, by trying we don't lose anything either. First we ordered tripe with chickpeas....very good and filling. For the main course, I had bonito with tomato and my partner chicken in sauce, both well accompanied by homemade fries. Both dishes are also excellent. And to top it off, a homemade pudding is also very delicious. It's been a long time since I've seen a daily menu for that price that was so good and left so satisfied."
ChIJH56l6sMnQg0R6zBIKkVG3Q8,5,"A traditional neighborhood bar, a bar where you know where you're going to have a drink and eat portions that are quite large at a very good price. In summer they have a very nice terrace. The owners are very friendly and very attentive."
ChIJH56l6sMnQg0R6zBIKkVG3Q8,5,"We have taken two “don't think” menus. Excellent quality, dishes with very good presentation, unusual flavors, creative cuisine, to return without a doubt."
ChIJKc19uuonQg0RhFy9TWeEfsw,5,The best grilled chicken and biriani in Madrid!! We had it for lunch. The restaurant is opened late so we are considering to come back later on the same day.
ChIJKc19uuonQg0RhFy9TWeEfsw,5,Had some really good kebab 🥙👈
ChIJKc19uuonQg0RhFy9TWeEfsw,5,Nice people & good food.
ChIJKc19uuonQg0RhFy9TWeEfsw,5,The roast chicken is roasted to perfection here. We love it! And the kebabs are delicious. Yesterday I gave myself a little treat again and it made me feel great. (Meat always in good condition.) The best in the neighborhood.
ChIJKc19uuonQg0RhFy9TWeEfsw,4,Quite good Kebab compared to the rest of the establishments of this type of food. Enough quantity and cheap prices. Pleasant and fast treatment.
ChIJK_VvazcnQg0RUC-qr4VoAlc,2,"If you're a foreigner who doesn't speak good Spanish, you'll be tricked at this place.

I arrived here this afternoon. I went on to ask for the menu, the guy at the counter spoke to me very rapidly, knowing that I already showed having a hard time speaking Spanish. He briefly showed me the menu but pulled it out then offered their specialties. He suggested multitudes of things, so I settled for Tacos, Nachos and Coke. I asked for the total price after I said my order, he said to sit down and don't worry. I was sure that he told me ""5 Tacos for 5 Euros"". But I told myself if he charges me 2 for each, I'll be fine. But the Nachos costed me more than the tacos. I insisted about telling me the price but he didn't tell me anything until I finished eating. I would've said no for Tacos. I ended up paying almost 27.50€. Just for comparison, this is already 2 full meals in the other restaurants close here.
Lesson learned:
I wish I was more insistent in asking for the prices of the items.
I should've checked the reviews first.

I won't recommend you to eat here.

Food: 3.5/5
Place: 2/5
Service: 2/5
Price: 1/5"
ChIJK_VvazcnQg0RUC-qr4VoAlc,4,"This taco food truck is a revelation. The variety of options is impressive, from classics like carnitas and al pastor to more adventurous options like lobster tacos. The quality of the ingredients is exceptional and the flavor is authentic. Don't skip their avocado salsa! 9.5/10 recommend."
ChIJK_VvazcnQg0RUC-qr4VoAlc,5,"Found this little jem a couple minutes from our Airbnb and it was amazing! Delicious, authentic tacos with incredible service, you really feel at home! Highly recommend 🥰"
ChIJK_VvazcnQg0RUC-qr4VoAlc,1,"I had to tell the waiter 3 times that I desired tap water, since he refused to first give it to me. Since no other customers were in the restaurant I saw absolutely no reason to refuse to give me this service.

Also, the dish was described as beans with chorizo and cheese. No info about rice. The BIG problem in my point of view is that the dish did NOT meet these properties. I received 3-4 tiny pieces of chorizo, maybe a total of 5-10g, and maybe a total of 20g beans, and maybe a total of 15g cheese. Hence this is extreme false marketing. Therefore I will never recommend this restaurant AND I cannot understand why the great reviews?"
ChIJK_VvazcnQg0RUC-qr4VoAlc,5,Superrerrr yummy food and amazing service. We were treated very well. 😊
ChIJjYJKX8wnQg0RV-btBarpixo,5,"Great quality and personalized attention. The difference with large stores is noticeable, both in the raw materials and in their preparation. It is a trustworthy store."
ChIJjYJKX8wnQg0RV-btBarpixo,1,Very bad service cold chicken and potatoes all cold I ordered a chicken legs and a drink bread and they didn't give me fries cold croquettes I got home having to heat it up for 10 minutes I couldn't return it because I don't live nearby first and last time today I bought the food very badly
ChIJjYJKX8wnQg0RV-btBarpixo,1,"I asked for chicken and they gave me salad, I wanted to meet Pollo Sancho but they told me that Sancho was not a chicken.
They gave me a stale chicken salad.
PS: I want my money hdp"
ChIJjYJKX8wnQg0RV-btBarpixo,5,"Professionalism and personality in your work. Good quality and price.
#NoMore."
ChIJjYJKX8wnQg0RV-btBarpixo,5,"Top quality chicken and turkey and excellent service
category"
ChIJx1ZK3vInQg0RRwPtTG2_7_c,5,"I have been going to this restaurant for 4 yrs, the food has always been to a high standard, as well as the service. Treated like royalty. High praise all around . 👍🥂"
ChIJx1ZK3vInQg0RRwPtTG2_7_c,4,Interesting and good restaurant at Carabanchel neighborhood.
ChIJx1ZK3vInQg0RRwPtTG2_7_c,5,Lo petan
ChIJx1ZK3vInQg0RRwPtTG2_7_c,5,Superior
ChIJx1ZK3vInQg0RRwPtTG2_7_c,4,"Very nice place with a bar and two table areas, one of them is very good for large groups. Tables very well set up with tablecloths, the waiters very attentive and attentive at all times. The portions are quite good in quantity and also well prepared. Just comment on the portion of octopus, in my opinion very finely chopped. They have homemade desserts."
ChIJKbRECcEnQg0RhAnIJF3jFpI,4,I liked
ChIJKbRECcEnQg0RhAnIJF3jFpI,5,"I came at noon to eat a menu of the day and the experience was perfect. I have ordered salmorejo and gilthead sea bream and the service has been unbeatable, the food was super delicious, they served me 10, quickly and kindly. The atmosphere of the place is also very pleasant.
I will return without a doubt"
ChIJKbRECcEnQg0RhAnIJF3jFpI,4,"Menu at a good price. good quality and quantity.
Latin American specialties.
Friendly and close treatment.
nice, clean and quiet place."
ChIJKbRECcEnQg0RhAnIJF3jFpI,4,The waitress we had was very attentive. It is appreciated that they have a terrace since we went with two dogs. There was a small mishap with the food but they helped us right away
ChIJKbRECcEnQg0RhAnIJF3jFpI,1,"The phone number is incorrect, they keep calling my partner to request a reservation, when he has had the same contact for 5 years"
ChIJ0ZBu49onQg0ReDVcIgsRzHQ,5,"I was warned it would be challenging to find a decent paella spot in Madrid, so I did a lot of research and locals have recommended Arroceria Imperial and it’s for good reason. The paella was really good! I wish it had a bit more socarrat and saffron that you’d expect from a great paella, but all in all it was a great experience!"
ChIJ0ZBu49onQg0ReDVcIgsRzHQ,5,"Don't be fooled by the simple appearance of this restaurant.

The food, especially the rice & fish are excellent.

I wish we had skipped lunch so that we could've tried more of what they had to offer.

If you're in the area, or in two minds about stopping by for a meal, do it.

Reservations are probably a good idea after 8:30 PM, cuz it was empty when we showed up for our reservation, but filled up fast thereafter."
ChIJ0ZBu49onQg0ReDVcIgsRzHQ,5,"My friends suggested this place to have dinner.
Though I'm not a huge fan of seafood I decided to give it a go since when these friends make a suggestion, I've not been disappointed yet hehe. And I must say - it didn't disappoint at all. I'd return gladly 🙂👍🏻

Everything that we tried were excellent!!!
The Service was really good too, I was tempted to tip more, but apparently it's not something that's practiced much in Spanish culture. I did feel a bit guilty though hehe))  Especially since the girl and guys who attended us were friendly, very thoughtful and didn't keep us waiting long.

As for dishes, we tried several and all the dishes were excellent. The paella is really good too. I was stuffed but I couldn't stop.

Definitely recommend this place
Excellent location, very comfortable and cozy + clean venue."
ChIJ0ZBu49onQg0ReDVcIgsRzHQ,5,"Nice atmosphere, great seafood paella and kind staff."
ChIJ0ZBu49onQg0ReDVcIgsRzHQ,5,We been here for my mom's birthday. We ordered the fried seafood and arroz imperial. They all are so delicious! Thank you Hommy for giving us such an amazing service for this special day. We will come back again for sure. Don't miss this place!
ChIJzcP1A88nQg0RncFkJr9g31o,3,Food was salty. Service was trash. I ordered the lomo saltado and it was incredibly salty. The food came out quickly but not before the rude waitress.  Will not be going back to this restaurant. The prices weren’t great either. The portions were average but I’ve definitely had larger.
ChIJzcP1A88nQg0RncFkJr9g31o,4,"Very spacious, with terrace outside. I had a bistec, would have to go next time to find out more plates."
ChIJzcP1A88nQg0RncFkJr9g31o,1,"It’s sad to see how a great place like this has changed for bad after changing the manager, staff is slow, rude and please don’t say anything or complain, as they will start to act as you are homophonic.  This incident took place at Paseo de las Yeserias 15

With the previous manager lady the service was excellent and fast, considerate and friendly, but after this week awful experience not a place to recommend.

I was having lunch, and after 20 min of finishing my first course, I asked for the main course, and the waiter replied that he doesn’t tolerate disrespect (asking to bring you your food ordered 30 min ago is disrespect here), what about respect for my time???, I have to return to work!  And the pace was half empty!!!

Even if the entire staff has seen that you have finished your meal, they won’t come to ask if you want something else, or if you want the bill… they just don’t care to give a good service, they just gather at the bar to make jokes and gossip.

One thing is clear, most of the office people that used to come here for lunch, were no longer here, no wonder why… I didn’t see that kind of customers, probably they lost them for the same reason.

Definitely going out of my list!"
ChIJzcP1A88nQg0RncFkJr9g31o,5,Beautiful food and great service
ChIJzcP1A88nQg0RncFkJr9g31o,4,food was authentic and delicious. good portion sizes for the prices. very pleased
ChIJNbYLEcQnQg0RovEp2PxF7OQ,5,"It is a small and cozy restaurant. I placed my order online, and for purchases over €15, you have a 20% discount. Once you have made the purchase online, you can pick up your order in 30 minutes. It has been very fast. Good food, everything in order"
ChIJNbYLEcQnQg0RovEp2PxF7OQ,5,"If you are in the area and want to eat quality and affordable sushi, you have to go to Sugi Sushi. It is a small and familiar place, they cook with love and it shows.
Furthermore, everything I have tried is tremendously delicious, although I would highlight the takoyaki and the salmon rolls. Without a doubt, one of the best sushi I have ever tried."
ChIJNbYLEcQnQg0RovEp2PxF7OQ,5,"A little gem in Marquez de Vadillo, pleasantly surprised, the food very fresh and a reference, we will return 👌🏾"
ChIJNbYLEcQnQg0RovEp2PxF7OQ,5,We ordered at home and were satisfied. The quantity and preparation is according to the price. They bring it well packaged and don't skimp on the soy sauce. The fish is fresh and the pieces are large. We will repeat.
ChIJNbYLEcQnQg0RovEp2PxF7OQ,5,"My trusted sushi in the area to order at home. The quality of the fish is good, it is well prepared and they are super fast.
If you want to order at home in the area, it is highly recommended, they have a lot of variety, including varied trays and at a good quality price."
ChIJw1mcU8UnQg0Rj0Mzf8Kkku0,5,One of those little places perfect for a mid-week getaway: a beer and some olives... Great!
ChIJw1mcU8UnQg0Rj0Mzf8Kkku0,5,"I live close by and i never been until today. Very typical bar to eat something. Clean, big portions, typical madrileño. Everything perfect and i highly recommend it."
ChIJw1mcU8UnQg0Rj0Mzf8Kkku0,4,Nice tapas at a reasonable price. Oreja a la plancha is a must!!
ChIJw1mcU8UnQg0Rj0Mzf8Kkku0,4,"Well priced food, the peppers and veal were especially excellent."
ChIJw1mcU8UnQg0Rj0Mzf8Kkku0,3,"I have been twice. I ate one of them from the menu and the last from the set menu. I can say that I liked the menu better. It cost only €13.50. I ordered cooked and it was ok. The noodles in the soup were very soft and the broth had good flavor but was somewhat watery. The second dish had chorizo ​​that you put in a sandwich, and it was hard. The rest of the ingredients were good. The amount they serve you is large. And the dessert was homemade. I ate a flan that was very delicious."
ChIJzYgsBtsnQg0RecjEIyYyXhk,3,"It’s a good Peruvian restaurant to try the typical dishes, they have a big variety of different plates. We had the daily menu, which was 12.5€, and the portions were pretty big, we had to take half home. Price/quality is well balanced. They have some other restaurants in different neighborhoods and the menu changes from one place to the other. Overall it’s a good place to try at least once. Accessibility: both restaurants I’ve been to were at street level and can be accessed by wheelchair/crutches."
ChIJzYgsBtsnQg0RecjEIyYyXhk,5,"Outstanding Peruvian kinchen.
The ambient is perfect, tasty food and friendly waiters.
Katy did a great job and her recommendations were hitting the point."
ChIJzYgsBtsnQg0RecjEIyYyXhk,5,"Wonderful experience, server was very helpful with menu selection. The food was excellent with excellent value 👏. Thanks 👍"
ChIJzYgsBtsnQg0RecjEIyYyXhk,3,"Delicious food and friendly staff. I went with a group of 15 and it was well organised by the waiting staff. Unfortunately, the major downside for me was the lack of allergen information. They didn't know what was gluten free or not, and when I asked to see the ingredients of certain dishes I was told it wasn't possible because they didn't know. As a coeliac that's unacceptable for me, and I had to trust that the dishes I chose in the end really were gluten-free... Apart from that it was nice, I'd recommend it if no one in your group has dietary requirements!"
ChIJzYgsBtsnQg0RecjEIyYyXhk,5,A good option when you get tired of trying the spanish food
ChIJ8TNDwNonQg0RPe6rqFP65RM,4,Delicious and extensive range of sandwiches. Friendly service and good price.
ChIJ8TNDwNonQg0RPe6rqFP65RM,2,"1 EMPLEADA CON ACTITUD TERRIBLE! / 1 FEMALE EMPLOYEE WITH BAD ATTITUDE!

We have been customers of this Rodilla for the last 10 months and service has been fine until today (24 junio 2016). I forgot my wallet at home, so I asked my husband to bring it to me and join me for a snack. I waited a little outside of Rodilla, but then decided to go in and see what sandwiches were available so I would know what I want when my husband got there. Soon after I started looking at the sandwiches in the display case, the female employee behind the counter greeted me with ""diga"" and I explained to her in Spanish that I had not decided yet and I was waiting for my husband to come and bring my wallet. No verbal response. Not even a head shake or eye contact. Not very friendly, but there's more...

After a few minutes my husband came in with my wallet. We were originally going to go a few shops down to get a frozen yogurt at Delysium, but we saw the Helados Artesanos cart in Rodilla and decided to order from there instead. We went up to the cart and the same employee who first spoke to me was nearby so she asked what we wanted. My husband said he wasn't sure, that he was thinking for a second, to which she rolled her eyes as if we were really inconveniencing her. (There were no other customers waiting in line and only 2 customers at tables eating).

He asked for a chocolate cone, but I suggested to him he may want to try the coffee flavor since we have chocolate at home. As he thought for maybe 5 seconds, he said, no I think I will have the coffee flavor instead. To which the lady replied in a very snippy tone/nasty attitude ""well, you better decide which one you want before I put it in the cone!"" She had only partially lifted up the chocolate container out of the cart and had not even started scooping yet. She didn't even have a scoop in her hand! Wow, we were really in shock. I mean, we understand everyone has bad days, but it is so rude and disrespectful to take it out on the customers! I mean, he only took a few seconds to change his mind. Is that illegal in Rodilla? Has this employee ever been somewhere ordering something and changed her mind?

Then later as we were sitting at the table eating, my husband (a native Spanish-speaker) heard the same employee complaining about the ice cream cart even being in the store...as if it were too much work for her. Wow, with Spain's economy what it is and so many people unemployed, we were very surprised to hear someone so ungrateful and with such a terrible attitude at work, which she projects directly to customers. Even if she had not said a word the whole time, her face clearly communicated she did not want to be there. I was going to get an ice cream cone also but we decided to walk down to Delysium instead.

Unfortunately, she was not wearing a name tag where we could see her name, but she was short, a little chubby, with dark brown hair pulled back behind her head and a few freckles on her face. This employee either needs to find a job that doesn't require her interacting with customers or she needs to take a long course on customer service! If you go to this Rodilla and want to be treated nicely with respect, it may be best to avoid talking with this employee.

As a side note, one of the other female employee who took our money was nice. She was taller, thin with lighter brown hair and I actually saw her smiling. What a concept! Not sure we will be returning to this Rodilla. The one in Sol is much friendlier and they interact with many more foreigners than down in Arganzuela. What a shame."
ChIJ8TNDwNonQg0RPe6rqFP65RM,5,Cozy and have a lot of variety of tasty sandwich and drinks
ChIJ8TNDwNonQg0RPe6rqFP65RM,3,Standard. But good.
ChIJ8TNDwNonQg0RPe6rqFP65RM,5,Very fair price for the quality 👍
ChIJKwo7Rc4nQg0RVywwxj3UCU8,5,Really good reastaurant to get a quick and great pizza. And the staff is super friendly aswell
ChIJKwo7Rc4nQg0RVywwxj3UCU8,4,"They make very good pizza here, it's not very cheap though."
ChIJKwo7Rc4nQg0RVywwxj3UCU8,2,"Pizza being their branded product is really exepensive. 12 euros cheapest pizza. Quality is average and size is small. I have only gotten takaway Pizzas from here multiple times because it is close to home. Yet the Pizzas are really tasty. The place can get very crowded and too loud if you prefer a more relaxing dinner. On the other hand if you are in search of lively place, this might interest you. Check opening hours cause they are quite limited."
ChIJKwo7Rc4nQg0RVywwxj3UCU8,5,"Excellent Guacamole and Vegetarian vegetable pizza, crust was perfect!"
ChIJKwo7Rc4nQg0RVywwxj3UCU8,4,"The food is expensive, but it's worth it. Excelent quality"
ChIJ7cH1A88nQg0RfuEPdGe_BlA,5,Very nice dishes
ChIJ7cH1A88nQg0RfuEPdGe_BlA,5,"Good food, good service, a pleasant atmosphere and a reasonably priced menu. In addition to the indoor dining room, it has a good outdoor terrace. We have eaten here a couple of times and we will definitely repeat 👍"
ChIJ7cH1A88nQg0RfuEPdGe_BlA,5,"Excellent food and service, very friendly waiters, very good food, prices within what was expected for the area in which it is located, about €30 per diner."
ChIJ7cH1A88nQg0RfuEPdGe_BlA,5,"It is one of the usual places where I usually go. They have renovated the place and we wanted to see it. They turned out great and the food, as always, was delicious. They have also included new dishes and it is worth going to try them. Everything homemade, the cook is a magician!!!"
ChIJ7cH1A88nQg0RfuEPdGe_BlA,3,"It is a nice place, next to Madrid Río. Rich portions and good quantity. The service is a little slow, but acceptable because the staff is polite and helpful."
ChIJ3SmbZc4nQg0RlYBuPLDdOe8,5,Very tasty and good food. I Recommend it for take away .
ChIJ3SmbZc4nQg0RlYBuPLDdOe8,5,Great take away home food. Great value for money
ChIJ3SmbZc4nQg0RlYBuPLDdOe8,5,"Excellent service, extremely pleasant waiters and delicious food, ideal for meals with friends or family, totally recommended and I am convinced that I will return every Holy Monday with my friends to celebrate the beauty of life. Ten out of ten!!!"
ChIJ3SmbZc4nQg0RlYBuPLDdOe8,5,"Takeaway food, really homemade and not at all greasy. And honest prices.

We discovered it recently (maybe 2 months ago).

The chicken and ham croquettes are 10, because they are not one of those liquid ones (which haute cuisine culturets say are the good ones, fools), nor are they greasy from a shabby Madrid tavern, they are grandmother's croquettes when she cooks for small grandchildren because the ham is very minced so that the children do not choke.

The stew is a stew, served in its three parts.

And the other dishes are very delicious, like migas.

I'm looking forward to trying the roast chickens, they look great.

The atmosphere is cool, because it is very familiar, everything looks very clean and humble and honest, everything is very well cared for, they have a little table for children with stories and some toys to wait for, magazines and newspapers, and chairs for the grandparents to sit while waiting (which is not much either).

For us, going on the weekend helps us eat food that warms the heart, and you get some dishes to start with energy on Monday and the first part of the week.

I upload photos of the menu so you can see prices and schedules."
ChIJ3SmbZc4nQg0RlYBuPLDdOe8,5,"The other day I ordered a potato omelette and a spring roll at El Asador Ping and it was incredible. The omelet was just right and the spring roll was huge, so much so that one fills you up.
I will definitely return and try other new foods."
ChIJRwStb84nQg0RVaNQfoSrmwE,5,"Butchery with good professionals, and good quality goods.
They have many types of meat, pork, veal, beef, matured beef.... and chicken, free-range chicken....
They make pork and chicken sausages themselves, hamburgers of different meats, Moorish skewers...
They also have a shelf of delicatessen products."
ChIJRwStb84nQg0RVaNQfoSrmwE,3,"Marinated Iberian loin tape, saltier than the mother that gave birth to me, I will try something else, but it is clear that the Iberian loin tape leaves a lot to be desired."
ChIJRwStb84nQg0RVaNQfoSrmwE,4,"The meat is very good, pleasant service and fair price.
Thinner slices in the packages offered for sale would be better."
ChIJRwStb84nQg0RVaNQfoSrmwE,5,"I love it, if I had it next to my house it would be my trusted butcher shop. We go when we can because we love it. The genre is good but the attention is unmatched. Great professionals."
ChIJRwStb84nQg0RVaNQfoSrmwE,5,"I like it a lot. All the meat is of very good quality, and they have the detail of cleaning it well, and not leaving all the fat and nerves behind as they do in most butcher shops. Highly recommended!"
ChIJB957CN4nQg0RrC3UHDcqa6o,3,"Wait staff not super friendly with me or my kid....not responsive, not helpful, etc.
Ice cream collection pretty good in summer, but dismally in winter, even on hot sunny days....
Generally pretty chill Sunday afternoons though, and nice place to rest if your doing the whole river."
ChIJB957CN4nQg0RrC3UHDcqa6o,4,"I went to this restaurant purely because it was across the street from the hotel I was staying it (NH Ribera Del Manzanares). I looked at the reviews and they weren't great but it was in a great location and offered great views.

I'm going to break away from the other reviews and say that I rather enjoyed coming to this restaurant. My steak was tougher than beating Lion King on SEGA but I still enjoyed it because it had a great flavor. The staff was very polite, helpful, and even spoke a good bit of English (not that it would've been an issue if they didn't).

The view was excellent, the ambiance was excellent also. I came back a couple nights later just because I needed drinks. I bought a bottle of sangria and a couple of cokes. They packed them up to go and it didn't take long.

Long story short if you're stay nearby don't be afraid to stop by."
ChIJB957CN4nQg0RrC3UHDcqa6o,1,"Don’t eat here, that’s all I can say. We had  the lunch menu and what we got was some of the worst food I’ve had in Spain. The beef was almost raw (we had ordered it medium) and full of fat and sinews. Even the fries were undercooked. Since the location next to the river is quite nice I would recommend just to have drinks here and nothing more."
ChIJB957CN4nQg0RrC3UHDcqa6o,1,This chiringuito is ok for a drink but the food is terrible. Undercooked pork hamburger which was sent back 3 times as it was raw in the middle. Rodaballo totally overcooked and dry and boney. Eventually we gave up and left. It’s a shame as the setting is pleasant beside the river but don’t eat there.
ChIJB957CN4nQg0RrC3UHDcqa6o,2,"A very Cold welcome
The waiter did not pay attention to us
A simple order for a cerveza was complex
Very basic food without taste
I do not recommend"
ChIJZ5l37M4nQg0RtqNlHTHCKeE,5,"We found this to be a very functional, small pool. I little slice of blue oasis in the middle of a built up area. Coming again tomorrow"
ChIJZ5l37M4nQg0RtqNlHTHCKeE,4,"Our whole life pub. Nice food, good tapas and the best service."
ChIJZ5l37M4nQg0RtqNlHTHCKeE,5,Such a good place to feel in the real Madrid!!
ChIJZ5l37M4nQg0RtqNlHTHCKeE,5,Very tasty. Very friendly
ChIJZ5l37M4nQg0RtqNlHTHCKeE,5,Good service. Friendly
ChIJEQWYsdonQg0RoG_UTtSXwYU,5,"Great chinese food, proportion was really good for its price."
