nombre,postal,calle,numero,cocina,lat,lon,wheelchair
Finca La Plaza,07814,Plaça de l'Església,5,mediterranean;french;spanish;japanese,38.9983892,1.4284899,
Sense Santa Gertrudis,07814,Passeig de Santa Gertrudis,4,,38.9980417,1.4282011,no
Shifu,18004,Camino de Ronda,98,ramen,37.172617,-3.6070965,
Restaurante Cueva Los Dos Juanes,,,,,37.1730831,-3.607884,
Hiro,08018,Carrer de Bolívia,37,japanese,41.402293,2.1900478,yes
Cantina,,,,regional,39.8866208,4.2875026,
HONG KONG FOOD COURT,,,,,28.0587579,-16.7293662,
Shenxien,,Paseo de la Castellana,241,sushi,40.4730201,-3.6883018,
Oriental Restaurante,35660,Avenida Nuestra Señora del Carmen,60,asian,28.7350085,-13.8691215,
La Aldaba,45685,Calle Aragón,9,,39.9660177,-4.6325275,
Les tres llunes,17320,,,,41.7205543,2.9341138,
Dreams,,Avinguda de Tarragona,3,,41.6414675,1.1417876,
Restaurante Maria Cañas,,,,,42.5382915,-6.5204477,
Messié Pizza,08012,Carrer del Torrent de l'Olla,65,pizza,41.400816,2.15878,
Isla Sicilia,,,,italian,41.6553426,-0.8773318,
Il Ricordo,,,,,36.4688914,-6.1991813,
Restaurante Montjuic,11100,Calle Colón,,,36.4691834,-6.1986668,
Indian Punjab,20800,Amatxilili Plaza,3,indian,43.2833919,-2.1762527,
Restaurante La Toledana,28034,Calle Vistas a la Moraleja,1,,40.4978804,-3.686437,
Restaurante Pollo y Carbón,28034,Calle de Molins de Rey,3,,40.4946761,-3.6941022,
LaLaPizza,28034,Calle de Hospitalet de Llobregat,7,pizza,40.4941798,-3.6934241,
Tetería Alhambra,,,,,37.5647773,-1.2572863,
Ta-Kumi,29012,Calle Mundo Nuevo,4,japanese,36.7227404,-4.4162121,
Restaurante Panorámico Las Sirenas,,,,,43.6778251,-7.6143751,
La Boutique del Pollo IV,,,,,40.2917864,-3.747573,
Gastronomía de China-Xian,,,,chinese,40.4854157,-3.3595491,
La Marejá,,,,,36.8787357,-2.0052337,
Grazie Mille,18014,Calle Periodista José María Carulla,2,italian;pizza,37.1954156,-3.6223002,
Abbasi Doner Kebap,04740,Carretera de Alicún,,kebab;indian,36.7752279,-2.6145539,
Foster's Hollywood,04740,Carretera de Alicún,,american,36.7749601,-2.6146751,
La Tagliatella,04740,Carretera de Alicún,,pizza;italian,36.7751925,-2.6145986,
M-WOK,04740,Carretera de Alicún,,chinese;japanese,36.7752457,-2.6140847,
Rincón de Tapas,,Tienda: 20,,,36.7751727,-2.6140297,
Mesón La Taberna,,,,,42.5460871,-6.591022,
StikBol,31004,Calle Iturralde y Suit,,,42.8108072,-1.6343934,
Bar restaurante Los Pinos,,,,,36.6313533,-6.387236,
Parrillada Conde,,,,barbecue,42.4305491,-8.0744773,
Parrillada San Andrés,,,,barbecue,42.4324585,-8.0762547,
La Basseta,,,,,42.4176154,1.2870929,
Taberna San Roman,,,,coffee_shop;sandwich,42.9552551,-7.7393213,
Factor Vi,,,,,41.2355559,1.8081662,
Braseria Casa,,,,,42.5555211,-7.4940847,
Piri Piri,08800,Passeig del Carme,7,portuguese,41.2149697,1.7259186,
Can Miqueló,,Carrer President Companys,6,asian,41.2112943,1.1407905,
A de Paco,36143,Lugar a Igrexa,34,regional,42.4118939,-8.6481255,
Mesón Souvenir,49260,Calle La Peña,12,spanish,41.3926635,-6.0108411,
La Parrilla de la Reina,28013,Gran Vía,10,,40.4195487,-3.6985442,limited
Osadía,28013,Gran Vía,14,,40.4197496,-3.6992032,limited
Bar Granada,,,,,40.1145211,0.1544692,
Cafetería Restaurante Arco Iris,,,,spanish,40.1082636,0.1520847,
"Moncubic Food, Drink & More",,,,,40.1132373,0.1536725,
Bar-Restaurante Al Lado,,,,spanish,40.1145806,0.154275,
A Rampa do Solpor,15620,Avenida do Mar,21,,43.4630716,-8.2560281,
Restaurante Casa Enrique,,,,,37.1793856,-3.9022648,
Restaurante Pizzeria San Borondón,,Calle La Galera,,italian,28.7388976,-13.8678243,
Restaurante El Pescador,,,,,28.7390925,-13.8678415,
Peperoncino,35660,Calle Ballena,5,,28.7405866,-13.866495,
,,,,indian,28.7406951,-13.8664768,
Café Bar Angelita,,,,,36.7382913,-2.2072478,
Cibulet,,Carrer de Francisco Giner,54,,41.400002,2.1582322,
Magatzem de Ses Illes,,Carrer de Francisco Giner,50,,41.3999137,2.1583155,no
Ama,,Martin Jose Iraola kalea,4,,43.1321103,-2.0777094,
La traviesa,,,,,36.744329,-3.5886828,
Döner Kebab A La Turca,,Avda Andalucía,,indian,37.5874547,-5.9711464,
El Fogón de Segovia,41220,Avenida del Alcalde José Cuesta Godoy,35,barbecue;regional;spanish;steak_house;beef_bowl;mediterranean,37.5814539,-5.9667707,
Restaurante Casa Luis,41220,Avenida del Alcalde José Cuesta Godoy,39,spanish;fish;regional,37.5811638,-5.9667739,
Mesón Sorrosal,,,,,42.6042289,-0.1222137,
Casa Joaquín,,Avenida de Ordesa,10,spanish,42.6042862,-0.1223716,yes
El Rincón del Beni,,,,regional;spanish;mediterranean,37.6783477,-5.9875421,
Can Roig,,,,,41.1731002,1.4737557,
Bar Restaurante Arco de Berà,,,,,41.1729104,1.4691521,
,,,,,40.1405769,-3.4227117,
Dolmen Restaurant,35508,Calle de Las Tabaibas,1,sardinian;regional,28.9941398,-13.4948317,
Ruta 66,,,,regional,42.3612565,-3.6542157,
Kagura,,,,ramen,40.3423289,-3.5190614,
Kashiwua,28760,Sector Foresta,41,japanese,40.612195,-3.7110936,
Sant Pere 70,,,,,41.7017846,2.8455291,
Bar Cafetería El Abrazsador,,Calle Marqués de Pickman,65,steak_house,37.3809953,-5.9606697,
Pizzería el rincón,,,,pizza,38.9774148,-2.8831956,
CINTURA Cocina casual,35580,,54,,28.8627575,-13.8313478,
Little Brasil,,,,,27.7599838,-15.568477,
58 Gastrobar,,,,,41.7010577,2.8459057,
El Gaucho,,,,argentinian,41.6999366,2.8491234,
La Mirador,,,,,36.9744149,-3.1920346,
Mercedes,,,,spanish,41.4127848,2.1531955,
Restaurant Marsol,,,,,41.6989945,2.8482051,
Terra-mon,,,,,42.0378353,3.0354098,
Roto's Burger,,,,burger,41.3813011,2.1833839,
El Xulo,08003,Pas de Sota Muralla,7,tapas;spanish,41.3813785,2.1836623,
Metrópolis Restobar,,,,,37.2905199,-5.497115,
Abba mia,,,,,41.3825689,2.1401014,
Made In Italy,07689,Passeig de Manacor,183,italian,39.4621468,3.2781734,
El Grillo,,Carrer Cala Romanguera,,bar_and_grill;grill,39.4622502,3.2783841,
Maysi,,,,,39.4622414,3.2785322,
Masala Restaurant,,Passeig de Manacor,,indian;indonesian;thai,39.4628218,3.2785792,
Bar-Restaurante Frankfurt,,,,,37.2940218,-5.4927498,
Seina,17320,Plaça Espanya,4,,41.718929,2.9319524,
Panadería Bar Restaurante PALLAS,,,,,42.1504007,0.6930373,
Cocinarte,,,,,39.3892581,-0.7110647,
La Panoya,,,,regional,43.3788521,-5.8304408,
Restaurante Errazki,,,,,40.3076314,-3.7279249,
Nueva Andalucía,,,,,37.2725126,-5.4917939,
Nueva Andalucía 2,,,,,37.2703715,-5.5015384,
Ibericus,,,,,41.4098771,2.2170008,
Antequera GP,,,,,41.6148183,-4.7350626,
Pomodoro Piza Pasta Burrito,04740,Carretera de Alicún,,pizza;burger;italian,36.7752725,-2.6145609,
Can Cassoles,,Carrer de Maria Gay,76,,41.8208488,2.8999898,
Mesón La Fabriquilla,,,,,36.9275937,-3.2121033,
Foster's Hollywood,,,,american,41.4095261,2.2154022,
UDON,,,,japanese,41.4095212,2.2155593,
Brasayleña,,,,brazilian,41.4093688,2.2158686,
Pure Cuisine,,,,asian,41.4092905,2.2160734,
,,,,mediterranean,41.4096105,2.2160071,
Qué Pasta! by Mandoni,,,,italian,41.4096712,2.2162313,
Wok Street,,,,asian,41.4097526,2.2165641,
Bcn Sushi Bar,,,,sushi,41.4100108,2.2161314,
Taberna Etxea,,,,basque,41.4099022,2.2155765,
Casa Esteban,,,,regional;spanish;steak_house,37.3723522,-6.0355569,yes
Bar El Niño,,,,spanish,38.2052194,-4.2783897,
L'Ape Regina,,Carrer de Bruniquer,26,italian,41.4046083,2.1607258,yes
Restaurante El Acebu,,,,,43.4352236,-5.1448056,
Restaurante 7 Villas,,,,,43.5975634,-5.7755818,
Levante,,,,,40.2333163,0.2698459,
La Dolce Vita,,,,,40.2335505,0.2699595,
Restaurante Casa Anita,03158,Calle San Pascual Bailón,2,,38.1583671,-0.7983088,
Bar La Cruz,03158,Avenida de Callosa de Segura,68,,38.1551762,-0.8115982,
Larpeiría,,,,,42.8924996,-8.5467545,
Arepa's,,,,,40.4354442,-3.7189575,yes
Cafetería Geografía e Historia,,,,,40.4491139,-3.7348941,yes
Cafetería Multiusos,,,,,40.4499972,-3.7325918,yes
Seoul Nadri,,Carrer de Roger de Llúria,24,,41.3909111,2.171967,
El Pinar,,,,,43.3653703,-8.4090647,
Casa Colo,,,,,43.3585368,-5.4452012,
El Miracle,25290,Santuari del Miracle,,regional,41.9145023,1.5243889,
Can Somni,12579,Carrer del Camí de l'Atall,58,,40.2309626,0.2723146,
,,,,,41.9544905,3.2077123,
Oven Mozzarella,28013,Gran Vía,6,italian_pizza,40.4193261,-3.6977539,
Restaurante Asia,,,,chinese,38.6654387,0.0861437,
Restaurante Mezcal,,,,mexican,40.4049122,-3.6821049,yes
Restaurante La Fuente,,,,,39.2670619,-1.3276513,
Taberna Zaharra,,,,,43.2400942,-3.2159393,
Made in Italy,,,,italian,37.2395678,-1.8570329,
Eclipse,,,,,37.2401154,-1.8598496,
Moya,,,,,37.240607,-1.8574105,
Restaurante Casa Victor,28760,Sector Literatos,21,,40.6080336,-3.7130845,
Hotty Doggy,,,,,37.4004471,-5.9916857,
Voramar,,,,,41.7901861,3.0467426,
Venta el Quinto,,,,regional,36.8134556,-6.3215342,
La Bodega del Pintor,,,,,36.5959138,-4.6384863,
El Jardín Ibiza,,,,,38.9704924,1.2828382,
Mad Cow,,,,,38.9708178,1.2832222,
Taberna Mirador Peña Sagra,,,,,43.1621949,-4.5563564,
Japonesa,08041,Carrer de la Indústria,279,japanese,41.41502,2.1812894,
Aljovic,,,,,38.9693551,1.2838946,
Restaurants Feliz,,,,,39.4624351,-0.3609312,
Mussol,,,,,41.30269,2.0767156,
Enrique Tomas,,,,,41.3027589,2.0769772,
Omammamia,,,,,41.3028375,2.0772455,
Cosmopolit,,Carrer Ramon Muntaner,,mediterranean,38.9045924,1.4287263,
Chiringuito Salamandra,,,,,35.887222,-5.3190644,
Made in South,,,,italian,36.6344377,-6.3855591,
Habana 6,35508,Calle La Mayor,6,,28.9976464,-13.4911622,
Restaurante El Colegio,,Avenida Baja Navarra,47,,42.8141013,-1.6326647,
SMOKEHOUSE. La Cueva del,35544,Calle Albahaca,9,barbecue;burger;chicken;grill,29.0772158,-13.4802602,
Le Pélican,47007,Paseo Arco de Ladrillo,28,spanish;brazilian,41.6393938,-4.7309181,
Venta Las Cruces,,,,,36.5463326,-5.2394853,
La Chalana,,Teide,38,,28.9224076,-13.6750447,
ilMuseo,29016,Avenida de Príes,2,pizza,36.7209355,-4.4071424,
Santa Tapa,08870,Passeig de la Ribera,2,regional,41.2349874,1.8109945,
Sintesis Sitges,,,,,41.2350251,1.8108732,
Frankfurt's La Riera,08301,la Riera,50,burger;sandwich;sausage,41.5399441,2.4446921,
La Frontera de Jerez,11403,Calle Angostillo de San Dionisio,2,,36.6832056,-6.1384429,
Zenith,,,,,40.4211087,-3.7041572,
Benavides,,,,,37.6566847,-5.5249365,
Rigodón,11403,Calle Basantes,2,international,36.6840609,-6.1384877,
La Droguería España n°14,11403,Plaza Plateros,14,regional,36.6839127,-6.1383613,
Zarandaja Tapas,,,,,37.3851041,-5.9791785,
Tabanco Las Dos Esquinas,11403,Calle Tornería,2,regional,36.6842344,-6.1386394,
Chiguagua Casa Feliz,11403,Calle Sedería,1,mexican,36.6839344,-6.1389698,
El Espartero,11403,Plaza Plateros,6,regional,36.6838365,-6.1386338,yes
El Romántico León,,,,,42.5992232,-5.5697399,
Casa de Lai,,,,,37.9999315,-1.1366817,
Restaurante El Laurel,,,,,40.6238101,-3.2013881,
la Rectoria d'Orís,,,,regional,42.0597524,2.2205431,
La Cabaña de Alarcón,16214,Calle Conde Alvaroaro de Lara,50,,39.546111,-2.0854819,
D'Emma,03202,Carrer d'Il·licità Absent,15,italian,38.2767129,-0.678285,
El Cau,,,,,41.8743213,2.2877807,
El Matador,08012,Carrer de la Fraternitat,37,,41.40087,2.1600243,no
Bages 964 Oller del Mas,,,,,41.7034822,1.7980014,
Náutico,,,,,40.2511428,0.2865584,
Casa Juan,,,,,40.2505509,0.2865312,
La Villa,,,,,40.2489157,0.285091,
Sancho Panza,,,,,40.2502149,0.2848053,
La Font del Gat,,,,,41.9718379,2.8240211,
El Oviedo Bar,27700,Rúa Amando Pérez,5,regional,43.5369914,-7.0400486,
KEMO,,Ronda de la Universitat,12,,41.3865741,2.1668799,
Olentia,,Passeig de Colom,13,,41.3797558,2.1804854,
Red Cqrter,,Passeig de Colom,23,,41.3775898,2.1788976,
La flor del norte,,Passeig de Colom,10,,41.3800893,2.1807596,
Baransu,,Passeig del Vapor Gran,23,,41.5607226,2.0133253,
A Menchina,27700,Rúa Amando Pérez,4,regional,43.5369065,-7.039979,
Bar Restaurante Lo Foratón,,,,,42.7409743,-0.7485812,
Casa Mia Italia,03004,calle Juan de Herrera,38,italian,38.3505188,-0.4875695,
Benvenuti al sud,08013,Carrer de Sardenya,209,pizza,41.3993463,2.1784883,
Passeig Escribà,,Carrer de València,249,,41.3928225,2.1632759,
Pizza May,,,,,28.0542239,-16.7087431,
Sushiko Igualada,08700,Avinguda Barcelona,,japanese,41.5845096,1.6271868,
Restaurante O Asador,,,,,43.6611676,-7.5953512,
Villablanka,,,,,43.1610835,-5.6248096,
Restaurante Xoubiña,,,,,42.7265296,-9.0051604,
Chapó,,,,,28.9623131,-13.5473371,
Mawi,,,,,28.9621497,-13.5481572,
La Lupe,,,,mexican,28.958852,-13.5524802,
Trébol,,,,,37.1860888,-3.4854163,
Marimer,12579,Carrer del Camí de l'Atall,68,,40.2387093,0.2734943,
Barlovento,,Calle Conde de Torrejón,21,,37.3972343,-5.9915746,
No Mames Wey,,,,mexican,40.4567624,-3.4743535,
Restaurante Sidrería Ludi,,,,,43.439779,-4.890527,
,,,,,41.8174247,-1.4886257,
O'Boiro,,,,,40.3119124,-3.8784663,
Hola,,,,chinese,40.3125871,-3.8780874,
Yubari,,Avinguda Diagonal,339B,japanese,41.3982969,2.1675968,
Don Kilo,,Avinguda Diagonal,339,pizza;pasta,41.3983215,2.1676922,
Mr. Da Walter,,Passeig de Lluís Companys,6,venezuelan;arepa;empanada;venezuelan_empanada;tequeño;cachito,41.3897833,2.1832645,
El Parc,,Passeig de Pujades,5,,41.3895642,2.1838271,no
Carnivore Smokehouse,11300,Plaza de la Constitución,,,36.160356,-5.3476687,
Naturalmente Real Food,41004,Calle Rodrigo Caro,7,,37.3855389,-5.9907513,limited
Virens,,Gran Via de les Corts Catalanes,619,,41.3905581,2.1692629,
L'Ansat,,,,,42.1783982,2.4831655,
South Beach Restobar,,Avenida Antonio Machado,57,burger;peruvian;spanish,36.5931831,-4.5214934,
,,,,,37.3866523,-5.9858931,
,,,,,39.1912826,-1.4281126,
,,,,,39.191291,-1.4278551,
Gutis,,,,,42.5262691,-1.6756942,
Restaurant Càmping les Tries,,,,,42.1895878,2.5099512,
Chiringuito Sigarro,,,,mediterranean,38.6183102,-0.0288951,
Los Manzanos,,,,spanish,38.9003652,-1.5266995,
Posada de Sofuentes,,,,regional,42.4334435,-1.3150521,
Youme,08206,Plaça de Catalunya,17,japanese,41.5493012,2.0982748,no
nudes,,Carrer del Rec,10,açai,41.3860664,2.1820989,
Chiringuito El Portet,,,,mediterranean,38.6146338,-0.031987,
Chiringuito EL Cranc,,,,mediterranean,38.6175041,-0.0300652,
El Trovador,,,,mediterranean,38.6114277,-0.0362548,
Taberna Restaurante Puerta Sevilla,14004,Calle Postrera,51,mediterranean;spanish,37.8752566,-4.7857865,
El Mesón de Lolo,11300,Calle Méndez Núñez,12,,36.1617749,-5.3525113,
Freiduría Lolo,11300,Calle Méndez Núñez,11,tapas;seafood;friture,36.1616685,-5.3524498,
Bella's,,,,,41.3911413,2.1361172,
Casa Carmen,,,,,41.3911166,2.1360395,
Croma,,,,,41.3909666,2.1354593,
Negro Rojo,,,,japanese,41.390937,2.135124,
Ribera Manero,,,,seafood,41.3898021,2.1354262,
Sakura-Ya,,,,,41.3897302,2.1352654,
UDON,,,,japanese,41.3896856,2.1351284,
L'Angolo Italiano,,,,,41.3896909,2.1349408,
Restaurante Nautico,,,,,43.3851648,-4.3980687,
Alvarez,,Calle Carmen,42,,38.999209,-1.8553357,
Regine,,Rambla Nova,70,,41.1157727,1.2516775,
Hicream,,Rambla Nova,62,crepe;ice_cream,41.1154649,1.2523277,
Tip Top Food and Drink Bar,,,,,36.1749039,-5.3368457,
El Aguaero,29017,Avenida Pío Baroja,17,,36.72051,-4.3632321,
A Mar,11403,Calle Latorre,8,fish;mediterranean;seafood,36.6823245,-6.1386051,
Los Dos Deditos (Cervecería),11403,Calle Pozuelo,2,regional;mexican,36.6822525,-6.1387084,
Cafetería Pista Grande,,,,,42.7865067,-0.537412,
La Taberna Gourmet,11403,Plaza del Progreso,1,coffee_shop;regional;breakfast,36.6834731,-6.1379076,
Palique - Coloquio Bar,11403,Calle Chapinería,1,regional,36.6834752,-6.1389673,
Mesón Rías Baixas,,Plaça Menorca,1,fish;local;seafood;spanish,39.9814931,4.0114736,
Ermita de la Calendaria,,Calle Candelaria,2,,37.8821908,-4.7738483,
ARUKU Sin Gluten Sushi Gluten Free,,C/ de Provença,327,,41.3995079,2.1676227,
Can Sabata,17003,Carrer de Barcelona,423,regional,41.9537195,2.8080338,
El campito,11130,Calle Gerión,1,spanish;coffee_shop,36.4125724,-6.1580657,
Zak Rendez-Vous,,,,,41.2363283,1.8089977,
La Joyería,11403,Calle Tornería,,pizza;take_away,36.6844231,-6.1385226,
Karmela Terracita,,,,regional,41.2357795,1.8129178,
Come y calla,28411,Travesía Antón,1,arab;chicken,40.6795394,-3.9708466,
Moby Dick,29004,Calle Pacífico,23,,36.6956136,-4.4388007,
,,,,,28.546696,-16.370584,
Bar Skatebar Santa Pola,03130,Carretera d'Elx-Santa Pola / Carretera de Elche-Santa Pola,,,38.201148,-0.5729427,
Gastro Moon,03160,Calle San José,52,,38.1123215,-0.7917751,
Tizar,,,,,42.3367606,-7.8640885,
Ramen Kagura,28943,Calle de Portugal,33,japanese,40.2823553,-3.8093849,
Pizza Magic,28943,Calle de Portugal,44,pizza,40.2847563,-3.809241,
La butxaca,,,,,38.5506581,-0.2638321,
Xiringuito el postiguet,03001,Platja del Postiguet,,,38.3480948,-0.4739193,
La dehesa,08901,Rambla de Just Oliveras,69,spanish,41.3631556,2.1000268,no
Bar Córdoba,08906,Luarca,10,spanish,41.3714737,2.103493,yes
O'chispa,08905,Av. Catalunya,93,spanish,41.3681519,2.1121317,yes
Baires,08911,Sant Joaquim,15,spanish,41.4467386,2.249851,
L'illa,08030,Carrer del Cinca,110,,41.4418775,2.1921238,
Restaurante-Bar el Rincón de Belén,,,,,41.0281361,-4.0243976,
El hangar,,,,,40.8403865,-1.8834326,
Can Saia,,Carrer del Bruc,157,,41.3990305,2.1630247,
El posto,08024,Ramón y Cajal,114,italian,41.4043294,2.1615718,
Fêrrum,,,,,41.4000871,2.1644214,
Mama Dim Sum,,,,,41.4006711,2.1654287,
Yoko Hama,29007,Calle Compositor Lehmberg Ruiz,26,ramen;sushi,36.7180829,-4.4343904,
O Luar,,,,,41.3587637,2.1247081,
La Sagrada,,Carrer de Sant Carles,11,,41.3791771,2.1890259,
Alain Pizza,08025,provença,548,pizza,41.4083243,2.1800028,yes
Hideout Burger,,Carrer del Consell de Cent,242,,41.3868221,2.1602683,
Mirch,,Carrer dels Àngels,12,,41.3823471,2.1682763,
Grosso,08010,passeig Sant Joan,25,italian,41.3929644,2.1774705,yes
Marisma,08003,plaza Poeta Bosca,1,mediterranean,41.3802284,2.1894914,
Paris,08025,Paris,187,mediterranean,41.393579,2.1528003,
Can navas,08004,Carrer de Jaume Fabra,15,,41.3740554,2.1595911,
Kemako Japonese Burgers,,Avinguda de la Riera de Cassoles,34,,41.4035797,2.1501017,
Brisa do sil,08004,Jaume Fabra,16,spanish,41.3743187,2.1594487,yes
Pacifico Cantina & Taqueria,08004,Paral·lel,163,,41.3746833,2.156544,yes
Izakaya Tansō BBQ,,Passeig de Sant Joan Bosco,47,,41.3944646,2.1272893,
Donde Taty,28003,Calle de Modesto Lafuente,63,,40.4448154,-3.6958507,
Trintaedous,,Rúa San Agustín,32,,43.4060347,-8.170354,
Ambrosio y Justino,,,,,41.6551985,-0.8917064,
Os Cen Pasos,,Av. del Dr. Villanueva,22,,43.4090782,-8.1756731,
Garza Galán,,,,,42.5884446,-7.1934156,
Can Boter,,,,spanish;catalan,41.4857449,2.2701229,
Bar Tomeu,,,,tapas,41.236859,1.8099805,
13 Llunes,,,,tapas,41.2354813,1.8091708,
Restaurant El Romaní,17400,Carrer de Joan XXIII,36,,41.7533455,2.5617274,
Nomada Beach,,,,,41.2365407,1.8272588,
,,,,,43.5601367,-6.1766071,
El Casino de Antequera,,,,,37.0185026,-4.5619878,
Restaurant Puig-l'agulla,,,,regional,41.8852542,2.3268619,
Freiduria - Mayte - Salseria,28943,Avenida de Europa,2,,40.2896553,-3.8049782,
Restaurante El Puerto,28943,Avenida de Europa,2,seafood,40.2894582,-3.8054914,
Mamma Di Napoli,11300,Calle del Teatro,,italian,36.1655417,-5.3481931,
Street Tacos,41300,Avenida Vereda de Chapatales,21,mexican;tex-mex,37.4877491,-5.9361473,
Misuto,29017,Calle Varadero,11,sushi,36.7210859,-4.3782045,
Gourmet del Espino,,,,,40.3942987,-3.8510205,
La Parada Boadilla,,,,,40.3944989,-3.8514312,yes
Basmati Indian Tandoori,,,,indian,28.0447153,-16.5377548,
El Boj Restaurante,39408,Barrio El Bear,,spanish,43.2805766,-4.0771591,
El Barco Aparicio,28224,Calle Benigno Granizo,20,,40.4459437,-3.8017767,
Mesón El Abuelo,,Plaza de la Era,3,regional;spanish,37.5862879,-5.9648822,
Mugi,,Carrer del Torrent de l'Olla,148,sushi,41.4031801,2.1561132,yes
Cal Tete,17240,Carrer Fivaller,26,pizza,41.824764,2.8935283,
Cabrera's,,,,,40.3049319,-3.7308009,
L'italiana,,,,,42.3691355,3.1584027,
Sushiko,08036,Avenida Diagonal,477,sushi,41.3924433,2.1458033,
La Margot,46117,Plaça de l'Esglèsia,2,,39.5925956,-0.4616022,
Magna Roma,,,,pizza,41.3844257,2.1430666,
Avenida,,,,,40.3054133,-3.7266988,
Melrose Dumpling House,08029,Calàbria,204,japanese,41.3845766,2.1487649,
Antiobiotic,08029,Carrer de Rocafort,225,spanish,41.3844722,2.1462745,
Soban de Jo Lee,08029,Carrer de Rocafort,204,asian,41.3847027,2.1464562,no
Casa Moon,08029,Carrer de Rocafort,124,asian,41.3811632,2.1511413,yes
Qing Tian Ramen,08029,Avinguda de Josep Tarradellas,11,ramen,41.3820089,2.1420349,yes
Can brasa,08029,Avinguda de Josep Tarradellas,5,spanish,41.3817049,2.1419837,
A batea,,Praza Angustias,4,,43.4056862,-8.1706749,
En la higuera Pizzeria,,,,pizza,43.1542325,-4.6218138,
Café Restaurante Ultreya,,,,,42.8762277,-7.8616481,
VR Russafa. Especialitats valencianes,,,,spanish,39.4594581,-0.3753987,
Aladroc. Taberna de peix,,,,seafood,39.4597957,-0.3758602,
Restaurante Harina y Brasa,,,,,43.4870775,-8.164927,
Uromas,,,,,39.9865981,-0.0474952,yes
Mamma Mia,,,,italian,39.9924027,-0.0639798,
Shokai Sushi Bar,,,,sushi,39.9922747,-0.0641695,
De Las Águilas,,,,,40.3835883,-3.7674145,
La Brasserie,,,,,40.3835709,-3.7675177,
Bazul,,,,,42.139234,-0.412273,
Goiko,,,,burger,40.3588624,-3.832309,yes
la Manduca,,,,,41.7610483,2.014498,
Bar El Tapeo - Pastelería Mogui,,,,,41.9096246,-2.7640553,
Don Buchi,27700,Rúa de Ramón González,23,italian,43.5365293,-7.0435981,
Bar El Murciano,28018,Calle de los Leoneses,,regional,40.3814982,-3.6468939,
Bar Fontcalda,,,,,40.9826716,0.4059201,
Hostal Ca l'Angels,,,,,40.9822216,0.4054695,
L'Isard,,,,,42.4778041,0.8692838,
La Carlina,,,,,42.4720383,0.8732473,
Bar La Plaça,,,,,40.8171043,0.5242029,
El chalet de Rosele,,,,,42.4570252,-6.0549266,
Ses Feixes,,,,mediterranean,38.7496083,-0.0383088,
Bar Nou,,,,,40.8082184,0.5202798,
Nevada Restaurant,,,,,40.8073134,0.5207073,
Doner Kebab,,,,kebab,39.8486571,-0.4888319,
Pollos Planes,,,,chicken,39.8493382,-0.488036,
Bodega 1940,08028,Carrer de Pannisars,30,mediterranean,41.3766456,2.133303,
Bratembier Bierhaus,,,,,38.8241256,-0.5996645,
Bar Nou Comboi,,,,,38.8236212,-0.5983311,
Restaurante China Town,,,,,38.822988,-0.5995958,
Comidas para llevar,,,,,38.8233986,-0.6009047,
Bar Huerta Y Más,,,,,38.8218324,-0.6126165,
Bar San Remo,,,,,38.822317,-0.6129783,
Aladin,,,,,39.5189233,2.7421174,
A Dinar!,,,,,39.4709719,-0.3337258,
La Tahona De Abuelo,,,,,39.473933,-0.3335695,
,,,,pizza,39.4863607,-0.3695175,
Lizarrán,14005,Calle José María Martorell,20,spanish;pintxo;basque,37.8784812,-4.7977159,
Tilde,,Avenida de la Constitución,28,,37.3505433,-5.8443382,
Pizzería Figueroa,,,,,28.1020186,-15.710932,
Restaurante El Mentidero,,,,,35.8876485,-5.3144163,
Casa Florencio,28033,Calle del Mar Caspio,39,spanish,40.4734781,-3.6436893,
Restaurante Conduma,28033,Calle del Mar de Bering,7,spanish,40.4730638,-3.6418638,
Bar Restaurante Cristo,28751,Calle de Carlos Ruiz,22,,40.865144,-3.6131544,
Meson El Puerto,,,,,43.5713545,-6.9425212,
New Style,,,,,37.8033939,-0.8280746,
El Zamoran,,,,,37.8034293,-0.828175,
Pizza d'Maria,,,,,37.806245,-0.8361757,
La Vizcondesa,39200,Calle de Emilio del Valle,9,,42.99798,-4.142166,
Restaurante Fortuna Nova,38660,Calle del Valle Menéndez,16,,28.0518675,-16.715734,
Lambik,,,,,37.8850731,-4.7795949,
Pizzería Lucania II,,Carrer de Terol,29,pizza,41.4031661,2.1582356,
El Garden Barcelona,08029,,,,41.3890579,2.1404618,
,08021,Carrer de Casanova,209,italian_pizza,41.3939737,2.1472671,
Restaurante Marisquería La Escollera,,,,,43.5597218,-6.0759484,
Sidrería Orbayu,,Avenida de los Quebrantos,,,43.5595505,-6.0736893,
Pizzería Bolnuevo,,,,,37.5629593,-1.3050819,
Brasería Galilea,,,,,40.0563572,-2.1283811,
Vermut i força al canut,08014,Carrer del Vallespir,48,spanish,41.3795544,2.1371771,yes
Taverna la Bauxa,08014,Carrer del Vallespir,23,spanish,41.3786456,2.1374281,limited
Restaurante Mar Salada,,,,spanish;fish,43.5577038,-6.0763949,
Sidrería El Serazo,,,,spanish,43.5574715,-6.0762125,
Il Popolo,,,,pizza,38.1423553,-0.8864813,
La Fuga,,Carrer del Consell de Cent,350,italian,41.3936322,2.1692813,
Mesón O Pazo,,Lugar Pazo,12,,43.426871,-8.0649819,
Ad fundum,08014,Carrer de Riego,15,mediterranean,41.3761519,2.1382764,
